"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote","Exchange"
"KB","KB Financial Group Inc","41.62","$16.58B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/kb","NYSE"
"KBH","KB Home","20.04","$1.71B","1986","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/kbh","NYSE"
"KBR","KBR, Inc.","15.24","$2.18B","2006","Basic Industries","Military/Government/Technical","http://www.nasdaq.com/symbol/kbr","NYSE"
"KAP","KCAP Financial, Inc.","25.4381","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kap","NYSE"
"KCG","KCG Holdings, Inc.","17.3","$1.09B","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/kcg","NYSE"
"FRAC","Keane Group, Inc.","15.71","$1.62B","2017","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/frac","NYSE"
"K","Kellogg Company","72.15","$25.26B","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/k","NYSE"
"KEM","Kemet Corporation","11.18","$519.94M","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/kem","NYSE"
"KMPA","Kemper Corporation","27.4","n/a","2014","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/kmpa","NYSE"
"KMPR","Kemper Corporation","40.5","$2.08B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/kmpr","NYSE"
"KMT","Kennametal Inc.","39.78","$3.19B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/kmt","NYSE"
"KW","Kennedy-Wilson Holdings Inc.","22.2","$2.55B","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/kw","NYSE"
"KWN","Kennedy-Wilson Holdings Inc.","25.75","n/a","2012","Finance","Real Estate","http://www.nasdaq.com/symbol/kwn","NYSE"
"KEN","Kenon Holdings Ltd.","11.5516","$620.25M","2015","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/ken","NYSE"
"KEG","Key Energy Services, Inc.","25.1","$504.42M","2016","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/keg","NYSE"
"KEY","KeyCorp","17.33","$18.75B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/key","NYSE"
"KEY^I","KeyCorp","27.74","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/key^i","NYSE"
"KEYS","Keysight Technologies Inc.","35.79","$6.61B","2014","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/keys","NYSE"
"KRC","Kilroy Realty Corporation","75.03","$7.34B","1997","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/krc","NYSE"
"KRC^H","Kilroy Realty Corporation","25.7","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/krc^h","NYSE"
"KRP","Kimbell Royalty Partners","19.305","$315.3M","2017","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/krp","NYSE"
"KMB","Kimberly-Clark Corporation","132.63","$47.18B","n/a","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/kmb","NYSE"
"KIM","Kimco Realty Corporation","22.24","$9.47B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/kim","NYSE"
"KIM^I","Kimco Realty Corporation","25.16","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kim^i","NYSE"
"KIM^J","Kimco Realty Corporation","25","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kim^j","NYSE"
"KIM^K","Kimco Realty Corporation","25.34","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kim^k","NYSE"
"KMI","Kinder Morgan, Inc.","21.61","$48.24B","2011","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/kmi","NYSE"
"KMI.WS","Kinder Morgan, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kmi.ws","NYSE"
"KMI^A","Kinder Morgan, Inc.","48.3","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kmi^a","NYSE"
"KND","Kindred Healthcare, Inc.","8","$685.46M","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/knd","NYSE"
"KFS","Kingsway Financial Services, Inc.","5.55","$129.93M","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/kfs","NYSE"
"KGC","Kinross Gold Corporation","3.72","$4.64B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/kgc","NYSE"
"KEX","Kirby Corporation","70.65","$3.81B","n/a","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/kex","NYSE"
"KRG","Kite Realty Group Trust","21.28","$1.78B","2004","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/krg","NYSE"
"KKR","KKR & Co. L.P.","17.88","$8.09B","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/kkr","NYSE"
"KKR^A","KKR & Co. L.P.","26.04","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kkr^a","NYSE"
"KKR^B","KKR & Co. L.P.","25.59","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kkr^b","NYSE"
"KFI.CL","KKR Financial Holdings LLC","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kfi.cl","NYSE"
"KFN^","KKR Financial Holdings LLC","26","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kfn^","NYSE"
"KIO","KKR Income Opportunities Fund","17.18","$262.08M","2013","n/a","n/a","http://www.nasdaq.com/symbol/kio","NYSE"
"KMG","KMG Chemicals, Inc.","44.68","$531.13M","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/kmg","NYSE"
"KNX","Knight Transportation, Inc.","33.5","$2.69B","n/a","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/knx","NYSE"
"KNL","Knoll, Inc.","24.14","$1.19B","2004","Consumer Durables","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/knl","NYSE"
"KNOP","KNOT Offshore Partners LP","22.9","$818.94M","2013","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/knop","NYSE"
"KN","Knowles Corporation","18.85","$1.68B","2014","Consumer Non-Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/kn","NYSE"
"KSS","Kohl&#39;s Corporation","40.23","$6.93B","1992","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/kss","NYSE"
"PHG","Koninklijke Philips N.V.","31.96","$29.48B","n/a","Energy","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/phg","NYSE"
"KOP","Koppers Holdings Inc.","43.15","$897.66M","2006","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/kop","NYSE"
"KEP","Korea Electric Power Corporation","19.39","$24.9B","1994","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/kep","NYSE"
"KEF","Korea Equity Fund, Inc.","8.47","$82.5M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kef","NYSE"
"KF","Korea Fund, Inc. (The)","36.16","$245.41M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kf","NYSE"
"KFY","Korn/Ferry International","31.31","$1.79B","1999","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/kfy","NYSE"
"KOS","Kosmos Energy Ltd.","6.44","$2.5B","2011","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/kos","NYSE"
"KRA","Kraton Corporation","32.83","$1.02B","2009","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/kra","NYSE"
"KR","Kroger Company (The)","29.57","$27.03B","n/a","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/kr","NYSE"
"KRO","Kronos Worldwide Inc","16.55","$1.92B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/kro","NYSE"
"KT","KT Corporation","16.14","$7.9B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/kt","NYSE"
"KYO","Kyocera Corporation","54.88","$20.18B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/kyo","NYSE"
"LB","L Brands, Inc.","47.95","$13.66B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/lb","NYSE"
"SCX","L.S. Starrett Company (The)","10.15","$71.66M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/scx","NYSE"
"LLL","L3 Technologies, Inc.","167.26","$13.01B","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/lll","NYSE"
"LQ","La Quinta Holdings Inc.","13.79","$1.61B","2014","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/lq","NYSE"
"LH","Laboratory Corporation of America Holdings","143.34","$14.68B","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/lh","NYSE"
"LADR","Ladder Capital Corp","14.98","$1.66B","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ladr","NYSE"
"LW","Lamb Weston Holdings, Inc.","42.88","$6.26B","2016","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/lw","NYSE"
"LDR","Landauer, Inc.","50.2","$483.03M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/ldr","NYSE"
"LCI","Lannett Co Inc","27","$1B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/lci","NYSE"
"LPI","Laredo Petroleum, Inc.","14.83","$3.6B","2011","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/lpi","NYSE"
"LVS","Las Vegas Sands Corp.","56.15","$44.58B","2004","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/lvs","NYSE"
"LHO","LaSalle Hotel Properties","28.8","$3.26B","1998","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/lho","NYSE"
"LHO^H.CL","LaSalle Hotel Properties","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lho^h.cl","NYSE"
"LHO^I","LaSalle Hotel Properties","25.2099","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lho^i","NYSE"
"LHO^J","LaSalle Hotel Properties","25.1778","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lho^j","NYSE"
"LFL","LATAM Airlines Group S.A.","13.44","$8.15B","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/lfl","NYSE"
"LDF","Latin American Discovery Fund, Inc. (The)","10.8","$73.38M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ldf","NYSE"
"LGI","Lazard Global Total Return and Income Fund","15.02","$144.27M","2004","n/a","n/a","http://www.nasdaq.com/symbol/lgi","NYSE"
"LAZ","Lazard Ltd.","45.95","$5.96B","2005","Finance","Investment Managers","http://www.nasdaq.com/symbol/laz","NYSE"
"LOR","Lazard World Dividend & Income Fund, Inc.","10.64","$73.21M","2005","n/a","n/a","http://www.nasdaq.com/symbol/lor","NYSE"
"LZB","La-Z-Boy Incorporated","27.55","$1.34B","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/lzb","NYSE"
"LCII","LCI Industries ","94.8","$2.35B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lcii","NYSE"
"LFGR","Leaf Group Ltd.","7.75","$156.02M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/lfgr","NYSE"
"LEA","Lear Corporation","134.24","$9.22B","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/lea","NYSE"
"LEE","Lee Enterprises, Incorporated","2.55","$144.28M","n/a","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/lee","NYSE"
"BWG","Legg Mason BW Global Income Opportunities Fund Inc.","12.8","$268.67M","2012","n/a","n/a","http://www.nasdaq.com/symbol/bwg","NYSE"
"LM","Legg Mason, Inc.","36.58","$3.56B","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/lm","NYSE"
"LMHA","Legg Mason, Inc.","26.17","n/a","2016","Finance","Investment Managers","http://www.nasdaq.com/symbol/lmha","NYSE"
"LMHB","Legg Mason, Inc.","23.78","n/a","2016","n/a","n/a","http://www.nasdaq.com/symbol/lmhb","NYSE"
"LEG","Leggett & Platt, Incorporated","51.53","$6.85B","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/leg","NYSE"
"JBK","Lehman ABS Corporation","23.8","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/jbk","NYSE"
"KTH","Lehman ABS Corporation","32.39","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/kth","NYSE"
"KTN","Lehman ABS Corporation","33.1798","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/ktn","NYSE"
"KTP","Lehman ABS Corporation","18.385","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/ktp","NYSE"
"XKE","Lehman ABS Corporation","7.9","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/xke","NYSE"
"LDOS","Leidos Holdings, Inc.","51","$7.67B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/ldos","NYSE"
"LEJU","Leju Holdings Limited","3.13","$423.44M","2014","Finance","Real Estate","http://www.nasdaq.com/symbol/leju","NYSE"
"LC","LendingClub Corporation","5.55","$2.22B","2014","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/lc","NYSE"
"LEN","Lennar Corporation","51.92","$12.17B","n/a","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/len","NYSE"
"LEN.B","Lennar Corporation","n/a","n/a","n/a","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/len.b","NYSE"
"LII","Lennox International, Inc.","167.9","$7.22B","1999","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/lii","NYSE"
"LUK","Leucadia National Corporation","26.18","$9.42B","n/a","Consumer Non-Durables","Meat/Poultry/Fish","http://www.nasdaq.com/symbol/luk","NYSE"
"LVLT","Level 3 Communications, Inc.","59.1","$21.32B","2011","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/lvlt","NYSE"
"LXP","Lexington Realty Trust","10.41","$2.5B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/lxp","NYSE"
"LXP^C","Lexington Realty Trust","50.7753","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lxp^c","NYSE"
"LPL","LG Display Co., Ltd.","13.37","$9.57B","2004","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/lpl","NYSE"
"USA","Liberty All-Star Equity Fund","5.48","$1.04B","1986","n/a","n/a","http://www.nasdaq.com/symbol/usa","NYSE"
"ASG","Liberty All-Star Growth Fund, Inc.","4.58","$120.62M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/asg","NYSE"
"LPT","Liberty Property Trust","40.59","$5.97B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/lpt","NYSE"
"LSI","Life Storage, Inc.","86.35","$4.01B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/lsi","NYSE"
"LITB","LightInTheBox Holding Co., Ltd.","2.8901","$199.16M","2013","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/litb","NYSE"
"LNC","Lincoln National Corporation","65.35","$14.72B","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/lnc","NYSE"
"LNC.WS","Lincoln National Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lnc.ws","NYSE"
"LNN","Lindsay Corporation","87.08","$928.53M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/lnn","NYSE"
"LN","LINE Corporation","37.28","$8.12B","2016","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/ln","NYSE"
"LGF.A","Lions Gate Entertainment Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lgf.a","NYSE"
"LGF.B","Lions Gate Entertainment Corporation","n/a","n/a","2016","n/a","n/a","http://www.nasdaq.com/symbol/lgf.b","NYSE"
"LAD","Lithia Motors, Inc.","83.82","$2.11B","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/lad","NYSE"
"LYV","Live Nation Entertainment, Inc.","31.22","$6.39B","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/lyv","NYSE"
"LYG","Lloyds Banking Group Plc","3.23","$57.7B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/lyg","NYSE"
"SCD","LMP Capital and Income Fund Inc.","14.32","$257.52M","2004","n/a","n/a","http://www.nasdaq.com/symbol/scd","NYSE"
"LMT","Lockheed Martin Corporation","270.27","$78.33B","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/lmt","NYSE"
"L","Loews Corporation","47.21","$15.89B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/l","NYSE"
"LPX","Louisiana-Pacific Corporation","26.08","$3.77B","n/a","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/lpx","NYSE"
"LOW","Lowe&#39;s Companies, Inc.","82.41","$70.65B","n/a","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/low","NYSE"
"LXU","Lsb Industries Inc.","8.39","$238.33M","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/lxu","NYSE"
"LKSD","LSC Communications, Inc.","24.94","$845.65M","2016","Miscellaneous","Publishing","http://www.nasdaq.com/symbol/lksd","NYSE"
"LTC","LTC Properties, Inc.","49.35","$1.95B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ltc","NYSE"
"LUB","Luby&#39;s, Inc.","3.23","$93.81M","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/lub","NYSE"
"LL","Lumber Liquidators Holdings, Inc","22.37","$631.92M","2007","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/ll","NYSE"
"LXFR","Luxfer Holdings PLC","11.39","$300.87M","2012","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/lxfr","NYSE"
"LXFT","Luxoft Holding, Inc.","61.2","$2.03B","2013","Technology","EDP Services","http://www.nasdaq.com/symbol/lxft","NYSE"
"LUX","Luxottica Group, S.p.A.","53.99","$25.94B","1990","Health Care","Ophthalmic Goods","http://www.nasdaq.com/symbol/lux","NYSE"
"LDL","Lydall, Inc.","51.05","$878.62M","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/ldl","NYSE"
"WLH","Lyon William Homes","20.4","$651.49M","2013","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/wlh","NYSE"
"LYB","LyondellBasell Industries NV","88.02","$35.45B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/lyb","NYSE"
"MTB","M&T Bank Corporation","151.48","$23.29B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mtb","NYSE"
"MTB.WS","M&T Bank Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mtb.ws","NYSE"
"MTB^","M&T Bank Corporation","1039.98","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mtb^","NYSE"
"MTB^C","M&T Bank Corporation","1055","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mtb^c","NYSE"
"MDC","M.D.C. Holdings, Inc.","30","$1.55B","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/mdc","NYSE"
"MHO","M/I Homes, Inc.","24.4","$661.06M","1993","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/mho","NYSE"
"MHO^A","M/I Homes, Inc.","25.51","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mho^a","NYSE"
"MAC","Macerich Company (The)","65.43","$9.42B","1994","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/mac","NYSE"
"CLI","Mack-Cali Realty Corporation","27.96","$2.51B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cli","NYSE"
"MGU","Macquarie Global Infrastructure Total Return Fund Inc.","23.23","$289.64M","2005","n/a","n/a","http://www.nasdaq.com/symbol/mgu","NYSE"
"MIC","Macquarie Infrastructure Company","80.88","$6.65B","2004","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/mic","NYSE"
"MFD","Macquarie/First Trust Global","12.5899","$107.56M","2004","n/a","n/a","http://www.nasdaq.com/symbol/mfd","NYSE"
"BMA","Macro Bank Inc.","85.03","$4.97B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/bma","NYSE"
