"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote","Exchange"
"HT^D","Hersha Hospitality Trust","24.9801","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ht^d","NYSE"
"HT^E","Hersha Hospitality Trust","24.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ht^e","NYSE"
"HSY","Hershey Company (The)","108.41","$23.06B","n/a","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/hsy","NYSE"
"HTZ","Hertz Global Holdings, Inc","16.08","$1.34B","2016","Consumer Services","Rental/Leasing Companies","http://www.nasdaq.com/symbol/htz","NYSE"
"HES","Hess Corporation","51.11","$16.18B","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/hes","NYSE"
"HES^A","Hess Corporation","61.01","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hes^a","NYSE"
"HESM","Hess Midstream Partners LP","25.93","$1.41B","2017","n/a","n/a","http://www.nasdaq.com/symbol/hesm","NYSE"
"HPE","Hewlett Packard Enterprise Company","18.18","$30.14B","2015","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/hpe","NYSE"
"HXL","Hexcel Corporation","54.27","$4.93B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/hxl","NYSE"
"HF","HFF, Inc.","27.39","$1.05B","2007","Consumer Services","Real Estate","http://www.nasdaq.com/symbol/hf","NYSE"
"HCLP","Hi-Crush Partners LP","18.05","$1.58B","2012","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/hclp","NYSE"
"NHF","Highland Funds I","22.83","$365.79M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nhf","NYSE"
"HIW","Highwoods Properties, Inc.","51.36","$5.23B","1994","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hiw","NYSE"
"HIL","Hill International, Inc.","3.85","$199.66M","n/a","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/hil","NYSE"
"HI","Hillenbrand Inc","36.3","$2.31B","n/a","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/hi","NYSE"
"HRC","Hill-Rom Holdings Inc","71.08","$4.65B","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/hrc","NYSE"
"HTH","Hilltop Holdings Inc.","27.1","$2.67B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hth","NYSE"
"HGV","Hilton Grand Vacations Inc.","31.19","$3.09B","2016","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/hgv","NYSE"
"HLT","Hilton Worldwide Holdings Inc.","57.48","$18.95B","2016","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/hlt","NYSE"
"HNI","HNI Corporation","47.27","$2.08B","n/a","Consumer Durables","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/hni","NYSE"
"HMLP","Hoegh LNG Partners LP","19.8","$521.19M","2014","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/hmlp","NYSE"
"HEP","Holly Energy Partners, L.P.","35.97","$2.26B","2004","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/hep","NYSE"
"HFC","HollyFrontier Corporation","27.85","$4.96B","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/hfc","NYSE"
"HD","Home Depot, Inc. (The)","148.2","$178.01B","n/a","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/hd","NYSE"
"HMC","Honda Motor Company, Ltd.","28.76","$51.83B","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/hmc","NYSE"
"HON","Honeywell International Inc.","124.54","$94.74B","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/hon","NYSE"
"HMN","Horace Mann Educators Corporation","38.25","$1.54B","1991","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/hmn","NYSE"
"HZN","Horizon Global Corporation","12.32","$315.12M","2015","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/hzn","NYSE"
"HTF","Horizon Technology Finance Corporation","25.48","$293.36M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/htf","NYSE"
"HRL","Hormel Foods Corporation","34.3","$18.14B","n/a","Consumer Non-Durables","Meat/Poultry/Fish","http://www.nasdaq.com/symbol/hrl","NYSE"
"HOS","Hornbeck Offshore Services","4.02","$146.6M","2004","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/hos","NYSE"
"HST","Host Hotels & Resorts, Inc.","18.57","$13.7B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hst","NYSE"
"HLI","Houlihan Lokey, Inc.","33.28","$2.22B","2015","Finance","Investment Managers","http://www.nasdaq.com/symbol/hli","NYSE"
"HOV","Hovnanian Enterprises Inc","2.2","$324.19M","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/hov","NYSE"
"HHC","Howard Hughes Corporation (The)","119.57","$4.8B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hhc","NYSE"
"HPQ","HP Inc.","17.54","$29.66B","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/hpq","NYSE"
"HRG","HRG Group, Inc.","19.67","$3.94B","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/hrg","NYSE"
"HSBC","HSBC Holdings plc","41.12","$166.06B","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hsbc","NYSE"
"HSBC^A","HSBC Holdings plc","25.91","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hsbc^a","NYSE"
"HSEA","HSBC Holdings plc","26.98","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hsea","NYSE"
"HSEB","HSBC Holdings plc","26.69","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hseb","NYSE"
"HNP","Huaneng Power International, Inc.","27.56","$10.47B","1994","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/hnp","NYSE"
"HUBB","Hubbell Inc","119.88","$6.64B","2015","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/hubb","NYSE"
"HUBS","HubSpot, Inc.","60","$2.17B","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/hubs","NYSE"
"HBM","Hudbay Minerals Inc.","6.7","$1.59B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/hbm","NYSE"
"HBM.WS","Hudbay Minerals Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hbm.ws","NYSE"
"HPP","Hudson Pacific Properties, Inc.","35.07","$5.47B","2010","Finance","Real Estate","http://www.nasdaq.com/symbol/hpp","NYSE"
"HGT","Hugoton Royalty Trust","2.15","$86M","1999","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/hgt","NYSE"
"HUM","Humana Inc.","212.9","$30.72B","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/hum","NYSE"
"HII","Huntington Ingalls Industries, Inc.","205.62","$9.51B","n/a","Capital Goods","Marine Transportation","http://www.nasdaq.com/symbol/hii","NYSE"
"HUN","Huntsman Corporation","24.52","$5.88B","2005","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/hun","NYSE"
"H","Hyatt Hotels Corporation","53.94","$6.77B","2009","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/h","NYSE"
"HY","Hyster-Yale Materials Handling, Inc.","56.01","$921.32M","n/a","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/hy","NYSE"
"IAG","Iamgold Corporation","4.39","$2.04B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/iag","NYSE"
"IBN","ICICI Bank Limited","8.76","$25.49B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/ibn","NYSE"
"IDA","IDACORP, Inc.","83.96","$4.23B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ida","NYSE"
"IEX","IDEX Corporation","94.31","$7.2B","1989","Capital Goods","Fluid Controls","http://www.nasdaq.com/symbol/iex","NYSE"
"IDT","IDT Corporation","14.2","$328M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/idt","NYSE"
"ITW","Illinois Tool Works Inc.","132.81","$45.91B","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/itw","NYSE"
"IMAX","Imax Corporation","32.25","$2.14B","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/imax","NYSE"
"ICD","Independence Contract Drilling, Inc.","5.49","$207.5M","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/icd","NYSE"
"IHC","Independence Holding Company","18.3","$302.59M","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/ihc","NYSE"
"IFN","India Fund, Inc. (The)","26.03","$740.75M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ifn","NYSE"
"IBA","Industrias Bachoco, S.A. de C.V.","54.85","$2.74B","1997","Consumer Non-Durables","Meat/Poultry/Fish","http://www.nasdaq.com/symbol/iba","NYSE"
"INFY","Infosys Limited","15.09","$34.49B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/infy","NYSE"
"HIFR","InfraREIT, Inc.","18.03","$789.27M","2015","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hifr","NYSE"
"ING","ING Group, N.V.","14.95","$57.98B","1997","Finance","Commercial Banks","http://www.nasdaq.com/symbol/ing","NYSE"
"ISF","ING Group, N.V.","25.77","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/isf","NYSE"
"ISG","ING Group, N.V.","25.44","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/isg","NYSE"
"ISP","ING Group, N.V.","25.4998","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/isp","NYSE"
"IR","Ingersoll-Rand plc (Ireland)","83.65","$21.71B","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/ir","NYSE"
"NGVT","Ingevity Corporation","59.26","$2.5B","2016","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/ngvt","NYSE"
"INGR","Ingredion Incorporated","120.86","$8.66B","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/ingr","NYSE"
"IIPR","Innovative Industrial Properties, Inc.","18.13","$63.92M","2016","Finance","Real Estate","http://www.nasdaq.com/symbol/iipr","NYSE"
"IPHI","Inphi Corporation","45.82","$1.91B","2010","Technology","Semiconductors","http://www.nasdaq.com/symbol/iphi","NYSE"
"INSI","Insight Select Income Fund","19.11","$204.67M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/insi","NYSE"
"NSP","Insperity, Inc.","86.45","$1.82B","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/nsp","NYSE"
"IBP","Installed Building Products, Inc.","51.8","$1.65B","2014","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/ibp","NYSE"
"INST","Instructure, Inc.","22.8","$653.41M","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/inst","NYSE"
"ITGR","Integer Holdings Corporation","40.35","$1.25B","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/itgr","NYSE"
"I","Intelsat S.A.","4.35","$513.44M","2013","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/i","NYSE"
"ICE","Intercontinental Exchange Inc.","60.29","$35.78B","2005","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/ice","NYSE"
"IHG","Intercontinental Hotels Group","49.14","$9.75B","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/ihg","NYSE"
"IFF","Internationa Flavors & Fragrances, Inc.","133.4","$10.53B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/iff","NYSE"
"IBM","International Business Machines Corporation","170.58","$160.89B","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/ibm","NYSE"
"IGT","International Game Technology","23.57","$4.74B","2015","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/igt","NYSE"
"IP","International Paper Company","50.26","$20.75B","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/ip","NYSE"
"INSW","International Seaways, Inc.","19.2","$560.69M","2016","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/insw","NYSE"
"IPG","Interpublic Group of Companies, Inc. (The)","24.48","$9.61B","n/a","Technology","Advertising","http://www.nasdaq.com/symbol/ipg","NYSE"
"IPL^D","Interstate Power and Light Company","26.2","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ipl^d","NYSE"
"INXN","InterXion Holding N.V.","39.71","$2.8B","2011","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/inxn","NYSE"
"SNOW","Intrawest Resorts Holdings, Inc.","23.55","$936.72M","2014","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/snow","NYSE"
"IPI","Intrepid Potash, Inc","1.87","$241.7M","2008","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/ipi","NYSE"
"XON","Intrexon Corporation","19.68","$2.34B","2013","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/xon","NYSE"
"IVC","Invacare Corporation","10.6","$343.54M","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/ivc","NYSE"
"INVN","InvenSense, Inc.","12.58","$1.2B","2011","Technology","Semiconductors","http://www.nasdaq.com/symbol/invn","NYSE"
"VBF","Invesco Bond Fund","18.92","$215.25M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vbf","NYSE"
"VCV","Invesco California Value Municipal Income Trust","12.45","$595.92M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vcv","NYSE"
"VTA","Invesco Credit Opportunities Fund","12.13","$898.76M","2007","n/a","n/a","http://www.nasdaq.com/symbol/vta","NYSE"
"IHIT","Invesco High Income 2023 Target Term Fund","10","$216M","2016","n/a","n/a","http://www.nasdaq.com/symbol/ihit","NYSE"
"VLT","Invesco High Income Trust II","14.46","$117.39M","1989","n/a","n/a","http://www.nasdaq.com/symbol/vlt","NYSE"
"IVR","INVESCO MORTGAGE CAPITAL INC","15.84","$1.77B","2009","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ivr","NYSE"
"IVR^B","INVESCO MORTGAGE CAPITAL INC","25.2884","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ivr^b","NYSE"
"IVR^A","Invesco Mortgage Capital Inc.","25.2","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ivr^a","NYSE"
"OIA","Invesco Municipal Income Opportunities Trust","7.81","$370.5M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/oia","NYSE"
"VMO","Invesco Municipal Opportunity Trust","13.15","$886.22M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vmo","NYSE"
"VKQ","Invesco Municipal Trust","12.61","$697.59M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vkq","NYSE"
"VPV","Invesco Pennsylvania Value Municipal Income Trust","12.33","$293.82M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vpv","NYSE"
"IVZ","Invesco Plc","30.81","$12.53B","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/ivz","NYSE"
"IQI","Invesco Quality Municipal Income Trust","12.48","$659.99M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/iqi","NYSE"
"VVR","Invesco Senior Income Trust","4.62","$831.77M","1998","n/a","n/a","http://www.nasdaq.com/symbol/vvr","NYSE"
"VTN","Invesco Trust  for Investment Grade New York Municipal","13.55","$263.88M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vtn","NYSE"
"VGM","Invesco Trust for Investment Grade Municipals","13.11","$710.89M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vgm","NYSE"
"IIM","Invesco Value Municipal Income Trust","14.86","$699.26M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/iim","NYSE"
"ITG","Investment Technology Group, Inc.","19.31","$641.84M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/itg","NYSE"
"IRET","Investors Real Estate Trust","6.17","$752.23M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/iret","NYSE"
"IRET^B","Investors Real Estate Trust","25.3025","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/iret^b","NYSE"
"NVTA","Invitae Corporation","10.86","$458.82M","2015","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/nvta","NYSE"
"INVH","Invitation Homes Inc.","21.55","$6.69B","2017","Finance","Real Estate","http://www.nasdaq.com/symbol/invh","NYSE"
"IO","Ion Geophysical Corporation","4.65","$54.83M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/io","NYSE"
"IRM","Iron Mountain Incorporated","35.5","$9.36B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/irm","NYSE"
"IRS","IRSA Inversiones Y Representaciones S.A.","25.39","$1.47B","n/a","Consumer Services","Homebuilding","http://www.nasdaq.com/symbol/irs","NYSE"
"ICL","Israel Chemicals Shs","4.26","$5.44B","2014","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/icl","NYSE"
"STAR          ","iStar Financial Inc.","11.94","$858.69M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/star","NYSE"
"STAR^D","iStar Financial Inc.","24.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/star^d","NYSE"
"STAR^E","iStar Financial Inc.","24.7001","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/star^e","NYSE"
"STAR^F","iStar Financial Inc.","24.7","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/star^f","NYSE"
"STAR^G","iStar Financial Inc.","24.1","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/star^g","NYSE"
"STAR^I","iStar Financial Inc.","24","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/star^i","NYSE"
"ITCB","Ita? CorpBanca","14.05","$4.8B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/itcb","NYSE"
"ITUB","Itau Unibanco Banco Holding SA","12.03","$78.35B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/itub","NYSE"
"ITT","ITT Inc.","40.28","$3.57B","2011","Capital Goods","Fluid Controls","http://www.nasdaq.com/symbol/itt","NYSE"
"IVH","Ivy High Income Opportunities Fund","15.47","$256.29M","2013","n/a","n/a","http://www.nasdaq.com/symbol/ivh","NYSE"
"JPM","J P Morgan Chase & Co","85.73","$305.02B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/jpm","NYSE"
"JPM.WS","J P Morgan Chase & Co","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jpm.ws","NYSE"
"JPM^A","J P Morgan Chase & Co","25.58","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/jpm^a","NYSE"
"JPM^B","J P Morgan Chase & Co","27.38","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jpm^b","NYSE"
"JPM^D","J P Morgan Chase & Co","25.53","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jpm^d","NYSE"
"JPM^E","J P Morgan Chase & Co","27.17","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jpm^e","NYSE"
"JPM^F","J P Morgan Chase & Co","26.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jpm^f","NYSE"
"JPM^G","J P Morgan Chase & Co","26.75","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jpm^g","NYSE"
"JPM^H","J P Morgan Chase & Co","26.93","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/jpm^h","NYSE"
"JAX","J. Alexander&#39;s Holdings, Inc.","10","$146.95M","2015","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/jax","NYSE"
"JILL","J. Jill, Inc.","13.4","$586.22M","2017","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/jill","NYSE"
"JCP","J.C. Penney Company, Inc. Holding Company","6.11","$1.89B","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/jcp","NYSE"
"SJM","J.M. Smucker Company (The)","127.77","$14.88B","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/sjm","NYSE"
"JBL","Jabil Circuit, Inc.","28.85","$5.26B","1993","Technology","Electrical Products","http://www.nasdaq.com/symbol/jbl","NYSE"
"JEC","Jacobs Engineering Group Inc.","54.61","$6.61B","n/a","Basic Industries","Military/Government/Technical","http://www.nasdaq.com/symbol/jec","NYSE"
"JAG","Jagged Peak Energy Inc.","12.6","$2.68B","2017","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/jag","NYSE"
"JHX","James Hardie Industries plc.","15.87","$7B","n/a","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/jhx","NYSE"
"JNS","Janus Capital Group, Inc","13.12","$2.42B","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/jns","NYSE"
"JOF","Japan Smaller Capitalization Fund Inc","10.74","$304.31M","1990","n/a","n/a","http://www.nasdaq.com/symbol/jof","NYSE"
"JELD","JELD-WEN Holding, Inc.","31.31","$3.28B","2017","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/jeld","NYSE"
"JCAP","Jernigan Capital, Inc.","23.13","$208.12M","2015","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/jcap","NYSE"
"JKS","JinkoSolar Holding Company Limited","17.25","$546.54M","2010","Technology","Semiconductors","http://www.nasdaq.com/symbol/jks","NYSE"
"JMP","JMP Group LLC","5.92","$124.05M","2007","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/jmp","NYSE"
"JMPB","JMP Group LLC","25.57","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/jmpb","NYSE"
"JMPC","JMP Group LLC","25.2944","n/a","2014","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/jmpc","NYSE"
"JBT","John Bean Technologies Corporation","87.2","$2.76B","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/jbt","NYSE"
"BTO","John Hancock Financial Opportunities Fund","33.97","$632.65M","1994","n/a","n/a","http://www.nasdaq.com/symbol/bto","NYSE"
"HEQ","John Hancock Hedged Equity & Income Fund","16.57","$202.23M","2011","n/a","n/a","http://www.nasdaq.com/symbol/heq","NYSE"
"JHS","John Hancock Income Securities Trust","14.24","$165.85M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jhs","NYSE"
"JHI","John Hancock Investors Trust","17.16","$149.41M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jhi","NYSE"
"HPF","John Hancock Pfd Income Fund II","21.35","$453.87M","2002","n/a","n/a","http://www.nasdaq.com/symbol/hpf","NYSE"
"HPI","John Hancock Preferred Income Fund","21.64","$562.52M","2002","n/a","n/a","http://www.nasdaq.com/symbol/hpi","NYSE"
"HPS","John Hancock Preferred Income Fund III","18.72","$591.12M","2003","n/a","n/a","http://www.nasdaq.com/symbol/hps","NYSE"
"PDT","John Hancock Premium Dividend Fund","15.96","$770.58M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pdt","NYSE"
"HTD","John Hancock Tax Advantaged Dividend Income Fund","24.89","$880.73M","2004","n/a","n/a","http://www.nasdaq.com/symbol/htd","NYSE"
"HTY","John Hancock Tax-Advantaged Global Shareholder Yield Fund","9.11","$99.69M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hty","NYSE"
"JW.A","John Wiley & Sons, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jw.a","NYSE"
"JW.B","John Wiley & Sons, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jw.b","NYSE"
"JNJ","Johnson & Johnson","124.22","$336.75B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/jnj","NYSE"
"JCI","Johnson Controls International plc","41.22","$38.69B","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/jci","NYSE"
"JONE","Jones Energy, Inc.","2.35","$205.36M","2013","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/jone","NYSE"
"JLL","Jones Lang LaSalle Incorporated","105.76","$4.79B","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/jll","NYSE"
"JFC","JPMorgan China Region Fund, Inc.","18.35","$118.31M","1992","n/a","n/a","http://www.nasdaq.com/symbol/jfc","NYSE"
"JMEI","Jumei International Holding Limited","3.46","$507.36M","2014","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/jmei","NYSE"
"JNPR","Juniper Networks, Inc.","27.79","$10.62B","1999","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/jnpr","NYSE"
"JP","Jupai Holdings Limited","8.96","$268.18M","2015","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/jp","NYSE"
"JE","Just Energy Group, Inc.","6.25","$919.17M","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/je","NYSE"
"JE^A","Just Energy Group, Inc.","25.73","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/je^a","NYSE"
"LRN","K12 Inc","19.04","$774.23M","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/lrn","NYSE"
"KAI","Kadant Inc","59.4","$653.26M","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/kai","NYSE"
"KDMN","Kadmon Holdings, Inc.","3.03","$157.09M","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kdmn","NYSE"
"KAMN","Kaman Corporation","47.4","$1.28B","n/a","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/kamn","NYSE"
"KSU","Kansas City Southern","88.4","$9.39B","n/a","Transportation","Railroads","http://www.nasdaq.com/symbol/ksu","NYSE"
"KSU^","Kansas City Southern","27.88","n/a","n/a","Transportation","Railroads","http://www.nasdaq.com/symbol/ksu^","NYSE"
"KS","KapStone Paper and Packaging Corporation","23.34","$2.26B","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/ks","NYSE"
"KAR","KAR Auction Services, Inc","42.42","$5.8B","2009","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/kar","NYSE"
"KATE","Kate Spade & Company","19.7","$2.53B","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/kate","NYSE"
"KED","Kayne Anderson Energy Development Company","19.22","$205.39M","2006","n/a","n/a","http://www.nasdaq.com/symbol/ked","NYSE"
"KYE","Kayne Anderson Energy Total Return Fund, Inc.","12.56","$459.17M","2005","n/a","n/a","http://www.nasdaq.com/symbol/kye","NYSE"
"KMF","Kayne Anderson Midstream Energy Fund, Inc","16.19","$356.73M","2010","n/a","n/a","http://www.nasdaq.com/symbol/kmf","NYSE"
"KYN","Kayne Anderson MLP Investment Company","20.85","$2.36B","2004","n/a","n/a","http://www.nasdaq.com/symbol/kyn","NYSE"
"KYN^F","Kayne Anderson MLP Investment Company","25.431","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kyn^f","NYSE"
